"id","name","longitude","latitude","lg_name","admin0_name","admin0_grid_id","admin1_grid_id","admin2_grid_id","admin3_grid_id","admin4_grid_id","admin5_grid_id","population","JPScale","LeastReached","PrimaryLanguageName","PrimaryReligion","PercentAdherents","PercentEvangelical","PeopleCluster","AffinityBloc","pg_unique_key"
16785,"Slovene",-81.685,41.4418,"Cuyahoga","United States",100364199,100364235,100366314,NULL,NULL,NULL,8700,3,"N","Slovene","Christianity",54.000,0.100,"Slav, Southern","Eurasian Peoples","US_14964_109357"
16786,"Snohomish",-122.138,47.9341,"Snohomish","United States",100364199,100364247,100367238,NULL,NULL,NULL,1100,4,"N","English","Christianity",50.000,4.000,"North American Indigenous","North American Peoples","US_20491_109363"
16787,"Somali",-93.221,44.0885,"Steele","United States",100364199,100364223,100365641,NULL,NULL,NULL,155000,1,"Y","Somali","Islam",0.000,0.000,"Somali","Horn of Africa Peoples","US_14983_109392"
16788,"Somali Bantu",-93.3444,44.9035,"Hennepin","United States",100364199,100364223,100365593,NULL,NULL,NULL,52000,1,"Y","Maay","Islam",0.500,0.200,"Bantu, Swahili","Sub-Saharan Peoples","US_20784_103458"
16789,"Soninke",-73.8957,40.8465,"Bronx","United States",100364199,100364232,100366083,NULL,NULL,NULL,20000,1,"Y","Soninke","Islam",1.000,0.500,"Soninke","Sub-Saharan Peoples","US_14996_109413"
16790,"Sorb, Lower Lusatian",-87.6612,41.7604,"Cook","United States",100364199,100364213,100364858,NULL,NULL,NULL,100,3,"N","Sorbian, Lower","Christianity",70.000,1.000,"Slav, Western","Eurasian Peoples","US_15001_109422"
16791,"South American, Mestizo",-118.157,33.9363,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,2973000,5,"N","Spanish","Christianity",95.000,19.000,"Hispanic","Latin-Caribbean Americans","US_15008_109438"
16792,"South Asian, Bengali-speaking",-118.295,34.0967,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,142000,1,"Y","Bengali","Islam",1.000,0.000,"South Asia Muslim - other","South Asian Peoples","US_10790_101254"
16793,"South Asian, general",-73.8802,40.756,"Queens","United States",100364199,100364232,100366122,NULL,NULL,NULL,350000,2,"N","Hindi","Hinduism",10.000,1.000,"South Asia - other","South Asian Peoples","US_19211_115527"
16794,"South Asian, Telugu-speaking",-73.8733,40.746,"Queens","United States",100364199,100364232,100366122,NULL,NULL,NULL,203000,1,"Y","Telugu","Hinduism",3.000,0.600,"South Asia - other","South Asian Peoples","US_15324_109930"
16795,"Spaniard",-82.4465,27.9633,"Hillsborough","United States",100364199,100364209,100364595,NULL,NULL,NULL,679000,3,"N","Spanish","Christianity",77.000,1.000,"Spanish","Eurasian Peoples","US_15077_109534"
16796,"Spokane",-118.029,47.9302,"Lincoln","United States",100364199,100364247,100367229,NULL,NULL,NULL,1500,4,"N","English","Christianity",65.000,3.000,"North American Indigenous","North American Peoples","US_15082_109540"
16797,"Straits Salish",-122.628,48.7857,"Whatcom","United States",100364199,100364247,100367244,NULL,NULL,NULL,15000,5,"N","English","Christianity",85.000,16.000,"North American Indigenous","North American Peoples","US_15090_109555"
16798,"Sumu",-118.25,34.0351,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,6200,3,"N","Mayangna","Christianity",75.000,2.000,"Central American Indigenous, other","Latin-Caribbean Americans","US_13390_107313"
16799,"Surinamese Creole, Sranan",-80.1868,25.894,"Miami-Dade","United States",100364199,100364209,100364610,NULL,NULL,NULL,6600,4,"N","Sranan Tongo","Christianity",85.000,5.000,"Afro-Caribbean, Dutch","Latin-Caribbean Americans","US_15133_109625"
16800,"Swahili",-118.256,33.996,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,60000,5,"N","Swahili","Islam",25.000,12.000,"Bantu, Swahili","Sub-Saharan Peoples","US_15145_109644"
16801,"Swazi",-73.8963,40.8697,"Bronx","United States",100364199,100364232,100366083,NULL,NULL,NULL,600,5,"N","Swati","Christianity",80.000,18.000,"Bantu, Nguni","Sub-Saharan Peoples","US_15147_109648"
16802,"Swedish",-93.2494,44.9412,"Hennepin","United States",100364199,100364223,100365593,NULL,NULL,NULL,70000,4,"N","Swedish","Christianity",57.000,6.900,"Scandinavian","Eurasian Peoples","US_15148_109650"
16803,"Syrian Aramaic, Turoyo",-74.1724,40.7357,"Hudson","United States",100364199,100364230,100366035,NULL,NULL,NULL,5500,3,"N","Turoyo","Christianity",95.000,2.000,"Assyrian / Aramaic","Arab World","US_19615_110313"
16804,"Tahitian",-157.87,21.3389,"Honolulu","United States",100364199,100364211,100364795,NULL,NULL,NULL,1300,4,"N","Tahitian","Christianity",97.000,10.000,"Polynesian","Pacific Islanders","US_15183_109704"
16805,"Tai Dam",-93.6522,41.6038,"Polk","United States",100364199,100364215,100365115,NULL,NULL,NULL,4300,1,"Y","Tai Dam","Ethnic Religions",1.000,0.100,"Tai","Southeast Asian Peoples","US_15187_109709"
16806,"Tai Don, White Tai",-117.909,33.8656,"Orange","United States",100364199,100364204,100364463,NULL,NULL,NULL,13000,1,"Y","Tai Don","Ethnic Religions",0.000,0.000,"Tai","Southeast Asian Peoples","US_18689_109710"
16807,"Tai Lue",-119.799,36.7772,"Fresno","United States",100364199,100364204,100364443,NULL,NULL,NULL,4500,1,"Y","Lu","Buddhism",0.500,0.000,"Tai","Southeast Asian Peoples","US_18566_114183"
16808,"Tajik",-122.168,37.7566,"Alameda","United States",100364199,100364204,100364434,NULL,NULL,NULL,2000,1,"Y","Tajik","Islam",0.400,0.300,"Tajik","Persian-Median","US_15201_109733"
16809,"Tamil (Hindu traditions)",-73.8974,40.759,"Queens","United States",100364199,100364232,100366122,NULL,NULL,NULL,90000,2,"N","Tamil","Hinduism",6.000,0.500,"South Asia Hindu - other","South Asian Peoples","US_18211_113732"
16810,"Tanacross",-142.527,64.0156,"Southeast Fairbanks","United States",100364199,100364201,100364339,NULL,NULL,NULL,200,4,"N","Tanacross","Christianity",50.000,3.000,"North American Indigenous","North American Peoples","US_15242_109802"
16811,"Tanaina",-150.937,60.4306,"Kenai Peninsula","United States",100364199,100364201,100364328,NULL,NULL,NULL,1000,4,"N","Tanaina","Christianity",60.000,4.000,"North American Indigenous","North American Peoples","US_15244_109804"
16812,"Tanana",-149.147,64.6864,"Yukon-Koyukuk","United States",100364199,100364201,100364343,NULL,NULL,NULL,500,3,"N","Tanana, Lower","Christianity",65.000,1.000,"North American Indigenous","North American Peoples","US_15246_109807"
16813,"Tatar",-73.8909,40.7424,"Queens","United States",100364199,100364232,100366122,NULL,NULL,NULL,11000,1,"Y","Tatar","Islam",1.000,0.000,"Ural-Siberian","Turkic Peoples","US_15284_109874"
16814,"Tay",-117.931,33.8628,"Orange","United States",100364199,100364204,100364463,NULL,NULL,NULL,700,2,"N","Tay","Ethnic Religions",20.000,0.500,"Zhuang","Southeast Asian Peoples","US_15309_109909"
16815,"Tenino",-121.464,44.8344,"Wasco","United States",100364199,100364237,100366495,NULL,NULL,NULL,1500,4,"N","Tenino","Christianity",65.000,4.000,"North American Indigenous","North American Peoples","US_15342_109950"
16816,"Tewa",-106.088,35.8945,"Santa Fe","United States",100364199,100364231,100366074,NULL,NULL,NULL,5000,4,"N","Tewa","Christianity",65.000,6.000,"North American Indigenous","North American Peoples","US_19161_115035"
16817,"Thai",-118.298,34.0876,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,127000,1,"Y","Thai","Buddhism",0.500,0.200,"Thai","Southeast Asian Peoples","US_11277_101940"
16818,"Thai, Isan",-73.9971,40.7415,"New York","United States",100364199,100364232,100366112,NULL,NULL,NULL,85000,1,"Y","Thai, Northeastern","Buddhism",2.000,0.100,"Thai","Southeast Asian Peoples","US_15460_109994"
16819,"Tibetan",-78.7749,42.9774,"Fort Erie","Canada",100041471,100041480,100041635,100044457,NULL,NULL,10000,1,"Y","Tibetan, Central","Buddhism",0.021,0.021,"Tibetan","Tibetan-Himalayan Peoples","US_15468_110033"
16820,"Tigray, Tigrinya",-117.922,33.7807,"Orange","United States",100364199,100364204,100364463,NULL,NULL,NULL,21000,4,"N","Tigrigna","Christianity",95.000,4.000,"Ethio-Semitic","Horn of Africa Peoples","US_15481_110050"
16821,"Tiwa, Northern",-105.632,36.3716,"Taos","United States",100364199,100364231,100366077,NULL,NULL,NULL,1900,4,"N","Tiwa, Northern","Christianity",60.000,4.000,"North American Indigenous","North American Peoples","US_14035_107465"
16822,"Tiwa, Southern",-106.64,34.9003,"Bernalillo","United States",100364199,100364231,100366048,NULL,NULL,NULL,3500,4,"N","Tiwa, Southern","Christianity",70.000,6.000,"North American Indigenous","North American Peoples","US_15069_109519"
16823,"Tlapaneco, Acatepec",-95.248,38.9824,"Douglas","United States",100364199,100364216,100365160,NULL,NULL,NULL,1200,3,"N","Me'phaa, Acatepec","Christianity",94.000,1.500,"Central American Indigenous, other","Latin-Caribbean Americans","US_10143_100034"
16824,"Tlingit",-135.572,59.2166,"Stikine Region","Canada",100041471,100041473,100041529,100042923,NULL,NULL,16000,5,"N","Tlingit","Christianity",65.000,20.000,"North American Indigenous","North American Peoples","US_15512_110101"
16825,"Tolowa",-124.139,41.928,"Del Norte","United States",100364199,100364204,100364441,NULL,NULL,NULL,1200,5,"N","English","Christianity",75.000,12.000,"North American Indigenous","North American Peoples","US_20949_110141"
16826,"Tongan",-122.224,37.4811,"San Mateo","United States",100364199,100364204,100364474,NULL,NULL,NULL,45000,5,"N","Tongan","Christianity",96.000,15.500,"Polynesian","Pacific Islanders","US_15554_110155"
16827,"Tongva, Gabrielino",-118.107,34.0972,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,500,4,"N","English","Christianity",70.000,5.000,"North American Indigenous","North American Peoples","US_20716_117136"
16828,"Tonkawa",-97.3037,36.6791,"Kay","United States",100364199,100364236,100366421,NULL,NULL,NULL,200,3,"N","English","Christianity",60.000,2.000,"North American Indigenous","North American Peoples","US_15556_110159"
16829,"Turks and Caicos Creole English",-73.9474,40.6722,"Kings","United States",100364199,100364232,100366104,NULL,NULL,NULL,101000,5,"N","English","Christianity",66.000,20.000,"Afro-American, Northern","North American Peoples","US_15578_110196"
16830,"Triqui, Chicahuaxtla",-122.835,45.1344,"Marion","United States",100364199,100364237,100366486,NULL,NULL,NULL,1100,4,"N","Triqui, Chicahuaxtla","Christianity",95.000,5.000,"Mixteco","Latin-Caribbean Americans","US_14683_108592"
16831,"Triqui, Copala",-121.224,36.3226,"Monterey","United States",100364199,100364204,100364460,NULL,NULL,NULL,8600,3,"N","Triqui, Copala","Christianity",96.000,1.000,"Mixteco","Latin-Caribbean Americans","US_14697_108607"
16832,"Trukese",-157.907,21.3641,"Honolulu","United States",100364199,100364211,100364795,NULL,NULL,NULL,3400,5,"N","Chuukese","Christianity",95.000,20.000,"Micronesian","Pacific Islanders","US_15583_110201"
16833,"Tsimshian",-130.461,55.0738,"Kitimat-Stikine A","Canada",100041471,100041473,100041518,100042713,NULL,NULL,2500,5,"N","Tsimshian","Christianity",94.000,15.000,"North American Indigenous","North American Peoples","US_15594_110217"
16834,"Tubatulabal",-118.467,35.6347,"Kern","United States",100364199,100364204,100364448,NULL,NULL,NULL,1000,5,"N","English","Christianity",70.000,12.000,"North American Indigenous","North American Peoples","US_20950_110237"
16835,"Tunica",-92.5626,30.988,"Rapides","United States",100364199,100364218,100365402,NULL,NULL,NULL,200,4,"N","English","Christianity",50.000,3.000,"North American Indigenous","North American Peoples","US_15640_110283"
16836,"Turk",-73.9569,40.6542,"Kings","United States",100364199,100364232,100366104,NULL,NULL,NULL,197000,1,"Y","Turkish","Islam",3.000,0.500,"Turkish","Turkic Peoples","US_18274_113818"
16837,"Turk, Meskhetian",-73.9378,40.7148,"Kings","United States",100364199,100364232,100366104,NULL,NULL,NULL,9700,1,"Y","English","Islam",0.000,0.000,"Turkish","Turkic Peoples","US_20631_115687"
16838,"Tuscarora",-78.9488,43.1765,"Niagara-on-the-Lake","Canada",100041471,100041480,100041635,100044460,NULL,NULL,1400,4,"N","English","Christianity",50.000,5.000,"North American Indigenous","North American Peoples","US_20492_110318"
16839,"Twana",-121.881,47.7402,"King","United States",100364199,100364247,100367224,NULL,NULL,NULL,500,4,"N","English","Christianity",70.000,3.000,"North American Indigenous","North American Peoples","US_15673_110340"
16840,"Tzeltal, Oxchuc",-122.407,37.7665,"San Francisco","United States",100364199,100364204,100364471,NULL,NULL,NULL,1400,5,"N","Tzeltal","Christianity",92.000,45.000,"Maya","Latin-Caribbean Americans","US_12100_103775"
16841,"Tzotzil, Chamula",-122.412,37.7667,"San Francisco","United States",100364199,100364204,100364471,NULL,NULL,NULL,2600,4,"N","Tzotzil","Christianity",96.000,6.000,"Maya","Latin-Caribbean Americans","US_11304_102005"
16842,"Uduk",-96.6924,32.8503,"Dallas","United States",100364199,100364243,100366834,NULL,NULL,NULL,400,4,"N","Uduk","Ethnic Religions",25.000,4.000,"Nilotic","Sub-Saharan Peoples","US_15687_110363"
16843,"Ukrainian",-74.055,40.7626,"Hudson","United States",100364199,100364230,100366035,NULL,NULL,NULL,140000,4,"N","Ukrainian","Christianity",79.000,3.800,"Slav, Eastern","Eurasian Peoples","US_15696_110376"
16844,"Ulithian",-157.904,21.342,"Honolulu","United States",100364199,100364211,100364795,NULL,NULL,NULL,100,5,"N","Ulithian","Christianity",98.000,22.000,"Micronesian","Pacific Islanders","US_15702_110385"
16845,"Unami",-98.2437,35.0726,"Caddo","United States",100364199,100364236,100366393,NULL,NULL,NULL,16000,4,"N","English","Christianity",65.000,8.000,"North American Indigenous","North American Peoples","US_20954_116315"
16846,"Upland Yuman",-113.099,35.9686,"Mohave","United States",100364199,100364202,100364352,NULL,NULL,NULL,8400,5,"N","Havasupai-Walapai-Yavapai","Christianity",65.000,12.000,"North American Indigenous","North American Peoples","US_15716_110407"
16847,"Upper Chinook",-121.509,45.0278,"Wasco","United States",100364199,100364237,100366495,NULL,NULL,NULL,1100,4,"N","English","Christianity",60.000,3.000,"North American Indigenous","North American Peoples","US_15717_110408"
16848,"Upper Kuskokwim",-156.082,62.2083,NULL,"United States",100364199,100364201,100364343,NULL,NULL,NULL,200,3,"N","Kuskokwim, Upper","Christianity",60.000,2.000,"North American Indigenous","North American Peoples","US_15718_110409"
16849,"Upper Tanana",-141.871,63.0223,"Beaver Creek","Canada",100041471,100041484,100041777,100047325,NULL,NULL,300,2,"N","Tanana, Upper","Christianity",50.000,1.000,"North American Indigenous","North American Peoples","US_15720_110412"
16850,"Urdu",-73.8783,40.754,"Queens","United States",100364199,100364232,100366122,NULL,NULL,NULL,302000,1,"Y","Urdu","Islam",0.000,0.000,"South Asia - other","South Asian Peoples","US_15727_110423"
16851,"Uruguayan, White",-80.366,25.7306,"Miami-Dade","United States",100364199,100364209,100364610,NULL,NULL,NULL,61000,4,"N","Spanish","Christianity",70.000,7.000,"Hispanic","Latin-Caribbean Americans","US_15739_110441"
16852,"Ute",-109.855,40.2888,"Uintah","United States",100364199,100364244,100367055,NULL,NULL,NULL,8200,4,"N","Ute-Southern Paiute","Christianity",60.000,3.000,"North American Indigenous","North American Peoples","US_20453_116304"
16853,"Uyghur",-74.4786,40.804,"Morris","United States",100364199,100364230,100366040,NULL,NULL,NULL,1000,1,"Y","Uyghur","Islam",0.000,0.000,"Uyghur","Turkic Peoples","US_15755_110469"
16854,"Uzbek, Northern",-73.94,40.63,"Kings","United States",100364199,100364232,100366104,NULL,NULL,NULL,26000,1,"Y","Uzbek, Northern","Islam",1.000,0.300,"Uzbek","Turkic Peoples","US_14039_107469"
16855,"Uzbek, Southern",-73.9047,40.7479,"Queens","United States",100364199,100364232,100366122,NULL,NULL,NULL,29000,1,"Y","Uzbek, Southern","Islam",0.400,0.300,"Uzbek","Turkic Peoples","US_15756_110472"
16856,"Venezualan",-80.3457,25.7958,"Miami-Dade","United States",100364199,100364209,100364610,NULL,NULL,NULL,229000,5,"N","Spanish","Christianity",85.000,11.000,"Hispanic","Latin-Caribbean Americans","US_15782_114906"
16857,"Vietnamese",-117.968,33.7467,"Orange","United States",100364199,100364204,100364463,NULL,NULL,NULL,1664000,2,"N","Vietnamese","Buddhism",9.000,1.800,"Vietnamese","Southeast Asian Peoples","US_12700_105018"
16858,"Wampanoag",-73.3148,41.705,"Litchfield","United States",100364199,100364206,100364558,NULL,NULL,NULL,4400,4,"N","English","Christianity",50.000,4.000,"North American Indigenous","North American Peoples","US_13576_106389"
16859,"Washo",-119.64,38.8184,"Douglas","United States",100364199,100364228,100366003,NULL,NULL,NULL,1600,4,"N","English","Christianity",50.000,5.000,"North American Indigenous","North American Peoples","US_20493_110711"
16860,"Welsh",-83.006,40.0159,"Franklin","United States",100364199,100364235,100366321,NULL,NULL,NULL,3300,4,"N","Welsh","Christianity",60.000,8.000,"Anglo-Celt","Eurasian Peoples","US_15905_110743"
16861,"Wichita",-98.1831,35.0665,"Caddo","United States",100364199,100364236,100366393,NULL,NULL,NULL,2300,4,"N","English","Christianity",55.000,5.000,"North American Indigenous","North American Peoples","US_20494_110824"
16862,"Winnebago",-96.5895,42.2123,"Thurston","United States",100364199,100364227,100365993,NULL,NULL,NULL,1900,4,"N","Ho-Chunk","Christianity",60.000,10.000,"North American Indigenous","North American Peoples","US_15401_110836"
16863,"Wintu",-122.445,39.7176,"Glenn","United States",100364199,100364204,100364444,NULL,NULL,NULL,2700,4,"N","English","Christianity",60.000,7.000,"North American Indigenous","North American Peoples","US_20495_110838"
16864,"Wiyot",-122.938,39.2292,"Lake","United States",100364199,100364204,100364450,NULL,NULL,NULL,1000,4,"N","English","Christianity",60.000,5.000,"North American Indigenous","North American Peoples","US_15403_110843"
16865,"Wolof",-73.9129,40.6582,"Kings","United States",100364199,100364232,100366104,NULL,NULL,NULL,20000,1,"Y","Wolof","Islam",2.000,0.500,"Atlantic-Wolof","Sub-Saharan Peoples","US_15414_110856"
16866,"Wyandot",-94.7297,36.7874,"Ottawa","United States",100364199,100364236,100366443,NULL,NULL,NULL,3800,4,"N","English","Christianity",60.000,10.000,"North American Indigenous","North American Peoples","US_15429_110884"
16867,"Yakima",-120.771,46.2676,"Yakima","United States",100364199,100364247,100367246,NULL,NULL,NULL,9400,4,"N","English","Christianity",65.000,5.000,"North American Indigenous","North American Peoples","US_15958_110937"
16868,"Yapese",-157.947,21.3879,"Honolulu","United States",100364199,100364211,100364795,NULL,NULL,NULL,600,3,"N","Yapese","Christianity",85.000,1.500,"Micronesian","Pacific Islanders","US_15989_110981"
16869,"Yaqui",-111.064,32.0489,"Pima","United States",100364199,100364202,100364354,NULL,NULL,NULL,23000,4,"N","Yaqui","Christianity",60.000,4.000,"Aztec","Latin-Caribbean Americans","US_15992_110984"
16870,"Yazidi",-73.989,40.7594,"New York","United States",100364199,100364232,100366112,NULL,NULL,NULL,4100,1,"Y","Kurdish, Northern","Ethnic Religions",2.400,1.500,"Kurd","Persian-Median","US_20455_116305"
16871,"Yokuts",-119.721,36.3167,"Kings","United States",100364199,100364204,100364449,NULL,NULL,NULL,2900,4,"N","Yokuts","Christianity",65.000,4.000,"North American Indigenous","North American Peoples","US_16049_111086"
16872,"Yoruba",-76.9209,38.9545,"District of Columbia","United States",100364199,100364208,100364567,NULL,NULL,NULL,195000,5,"N","Yoruba","Ethnic Religions",45.000,13.000,"Yoruba","Sub-Saharan Peoples","US_16057_111095"
16873,"Yuchi",-95.0393,35.9615,"Cherokee","United States",100364199,100364236,100366396,NULL,NULL,NULL,2100,4,"N","English","Christianity",50.000,5.000,"North American Indigenous","North American Peoples","US_20496_111106"
16874,"Yuki",-118.583,37.4256,"Mono","United States",100364199,100364204,100364459,NULL,NULL,NULL,1300,3,"N","English","Christianity",70.000,1.000,"North American Indigenous","North American Peoples","US_20595_111117"
16875,"Yukpa",-80.3027,25.7652,"Miami-Dade","United States",100364199,100364209,100364610,NULL,NULL,NULL,700,4,"N","Yukpa","Christianity",80.000,5.000,"South American Indigenous","Latin-Caribbean Americans","US_16069_111118"
16876,"Yupik, Pacific",-154.864,59.7192,NULL,"United States",100364199,100364201,100364331,NULL,NULL,NULL,31000,4,"N","Yupik, Pacific Gulf","Christianity",65.000,5.000,"Inuit","North American Peoples","US_14248_107729"
16877,"Yurok",-123.824,41.3262,"Humboldt","United States",100364199,100364204,100364445,NULL,NULL,NULL,5800,4,"N","English","Christianity",60.000,6.000,"North American Indigenous","North American Peoples","US_20497_111129"
16878,"Zapoteco, Cajonos",-118.252,34.0435,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,400,4,"N","Zapotec, Cajonos","Christianity",96.000,7.600,"Zapoteco","Latin-Caribbean Americans","US_15023_109454"
16879,"Zapoteco, Ixtlan Sureste",-118.434,34.2913,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,1900,3,"N","Zapotec, Southeastern Ixtlan","Christianity",95.000,1.700,"Zapoteco","Latin-Caribbean Americans","US_15012_109442"
16880,"Zapoteco, Loxicha",-117.042,32.6886,"San Diego","United States",100364199,100364204,100364470,NULL,NULL,NULL,7400,4,"N","Zapotec, Loxicha","Christianity",95.000,8.000,"Zapoteco","Latin-Caribbean Americans","US_13997_107421"
16881,"Zapoteco, Ocotlan Oeste",-122.84,45.1812,"Marion","United States",100364199,100364237,100366486,NULL,NULL,NULL,1800,4,"N","Zapotec, Ocotlan","Christianity",96.000,3.000,"Zapoteco","Latin-Caribbean Americans","US_15379_110797"
16882,"Zapoteco, Rincon Sur",-118.309,34.044,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,500,4,"N","Zapotec, Southern Rincon","Christianity",95.000,6.000,"Zapoteco","Latin-Caribbean Americans","US_15062_109511"
16883,"Zapoteco, San Juan Guelavia",-117.078,32.606,"San Diego","United States",100364199,100364204,100364470,NULL,NULL,NULL,3300,3,"N","Zapotec, Western Tlacolula Valley","Christianity",95.000,0.500,"Zapoteco","Latin-Caribbean Americans","US_15386_110807"
16884,"Zapoteco, Yalalag",-118.309,34.0625,"Los Angeles","United States",100364199,100364204,100364452,NULL,NULL,NULL,300,4,"N","Zapotec, Yalalag","Christianity",95.000,3.300,"Zapoteco","Latin-Caribbean Americans","US_15962_110943"
16885,"Zapoteco, Zoogocho",-98.2195,26.2046,"Hidalgo","United States",100364199,100364243,100366885,NULL,NULL,NULL,1400,3,"N","Zapotec, Zoogocho","Christianity",95.000,1.000,"Zapoteco","Latin-Caribbean Americans","US_14689_108598"
16886,"Zigua",-74.0464,40.7588,"Hudson","United States",100364199,100364230,100366035,NULL,NULL,NULL,500,4,"N","Zigula","Islam",8.000,6.000,"Bantu, East-Coastal","Sub-Saharan Peoples","US_16104_111177"
16887,"Afro-Uruguayan",-55.7486,-32.8919,"n.a71","Uruguay",100363975,100363980,100364049,NULL,NULL,NULL,69000,4,"N","Spanish","Christianity",91.000,6.000,"Afro-American, Hispanic","Latin-Caribbean Americans","UY_19626_115131"
16888,"Americans, U.S.",-56.1604,-34.905,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,2100,5,"N","English","Christianity",83.000,28.900,"Anglo-American","North American Peoples","UY_15741_110448"
16889,"Amerindian, Detribalized",-55.7536,-32.8937,"n.a71","Uruguay",100363975,100363980,100364049,NULL,NULL,NULL,15000,3,"N","Spanish","Christianity",85.000,1.000,"South American Indigenous","Latin-Caribbean Americans","UY_11540_102537"
16890,"Argentinian, White",-55.7566,-32.8943,"n.a71","Uruguay",100363975,100363980,100364049,NULL,NULL,NULL,31000,4,"N","Spanish","Christianity",89.000,9.100,"Hispanic","Latin-Caribbean Americans","UY_10421_100492"
16891,"Armenian",-56.1875,-34.8816,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,15000,4,"N","Armenian, Western","Christianity",94.000,8.700,"Armenian","Eurasian Peoples","UY_10429_100516"
16892,"Assyrian",-56.2287,-34.828,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,3500,3,"N","Assyrian Neo-Aramaic","Christianity",95.000,1.000,"Assyrian / Aramaic","Arab World","UY_10464_100574"
16893,"Basque",-56.2154,-34.8186,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,10000,3,"N","Basque","Christianity",91.000,0.500,"Basque","Eurasian Peoples","UY_10709_101106"
16894,"Brazilian, Mestizo",-56.2082,-34.832,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,10000,5,"N","Portuguese","Christianity",91.000,26.000,"Portuguese, Brazilian","Latin-Caribbean Americans","UY_10964_101657"
16895,"Brazilian, White",-56.1961,-34.8359,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,21000,5,"N","Portuguese","Christianity",93.000,26.000,"Portuguese, Brazilian","Latin-Caribbean Americans","UY_10966_101662"
16896,"British",-56.2222,-34.8637,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,700,4,"N","English","Christianity",60.000,8.000,"Anglo-Celt","Eurasian Peoples","UY_11140_102927"
16897,"Bulgarian",-56.2067,-34.8498,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,1700,3,"N","Bulgarian","Christianity",80.000,1.900,"Slav, Southern","Eurasian Peoples","UY_10998_101722"
16898,"Chilean",-55.7487,-32.8915,"n.a71","Uruguay",100363975,100363980,100364049,NULL,NULL,NULL,3400,5,"N","Spanish","Christianity",87.000,18.000,"Hispanic","Latin-Caribbean Americans","UY_11335_102113"
16899,"Croat",-56.173,-34.8715,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,3400,3,"N","Croatian","Christianity",92.000,0.400,"Slav, Southern","Eurasian Peoples","UY_11437_102315"
16900,"Czech",-56.126,-34.8937,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,5200,2,"N","Czech","Non-Religious",26.000,0.700,"Slav, Western","Eurasian Peoples","UY_11458_102346"
16901,"Deaf",-56.4509,-34.5967,"n.a338","Uruguay",100363975,100363977,100364012,NULL,NULL,NULL,17000,3,"N","Uruguayan Sign Language","Christianity",64.690,0,"Deaf","Deaf","UY_19007_114916"
16902,"Eurasian",-56.194,-34.8741,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,2100,3,"N","Spanish","Christianity",65.000,1.000,"Southeast Asian, other","Southeast Asian Peoples","UY_11164_102965"
16903,"French",-56.1786,-34.8592,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,20000,3,"N","French","Christianity",61.000,1.000,"French","Eurasian Peoples","UY_11234_103059"
16904,"Galician",-56.1819,-34.8964,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,41000,3,"N","Galician","Christianity",85.000,0.300,"Spanish","Eurasian Peoples","UY_11810_103161"
16905,"German",-56.2718,-34.6585,"n.a344","Uruguay",100363975,100363977,100364016,NULL,NULL,NULL,40000,4,"N","German, Standard","Christianity",64.000,2.100,"Germanic","Eurasian Peoples","UY_11871_103305"
16906,"Greek",-56.2443,-34.8489,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,14000,3,"N","Greek","Christianity",91.000,0.400,"Greek","Eurasian Peoples","UY_11942_103480"
16907,"Han Chinese, Mandarin",-56.1576,-34.8735,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,3100,4,"N","Chinese, Mandarin","Non-Religious",9.000,5.700,"Chinese","East Asian Peoples","UY_12051_103686"
16908,"Hungarian",-56.2295,-34.8431,"n.a354","Uruguay",100363975,100363985,100364101,NULL,NULL,NULL,1000,4,"N","Hungarian","Christianity",88.000,2.800,"Hungarian","Eurasian Peoples","UY_12155_103918"
